datetime,open,high,low,close,volume
2025-03-11 06:05:00,1889.47,1899.54,1887.36,1897.51,363.42681158
2025-03-11 06:10:00,1897.3,1902.36,1895.12,1898.69,555.84669918
2025-03-11 06:15:00,1898.53,1901.53,1895.62,1898.38,466.51685739
2025-03-11 06:20:00,1898.28,1904.93,1896.14,1897.09,459.06653301999995
2025-03-11 06:25:00,1897.04,1900.01,1893.41,1896.27,353.34653956
2025-03-11 06:30:00,1896.29,1897.24,1888.93,1890.89,783.95100536
2025-03-11 06:35:00,1890.84,1893.22,1888.46,1888.48,234.70841386
2025-03-11 06:40:00,1888.45,1893.4,1888.45,1893.03,301.78846068999997
2025-03-11 06:45:00,1893.11,1894.42,1885.84,1886.94,270.21361543
2025-03-11 06:50:00,1887.21,1891.54,1886.86,1890.89,272.43326971
2025-03-11 06:55:00,1891.12,1892.51,1881.01,1884.28,532.1547729
2025-03-11 07:00:00,1884.33,1890.63,1882.43,1888.41,506.88584545000003
2025-03-11 07:05:00,1888.28,1895.86,1887.99,1894.47,315.72682632
2025-03-11 07:10:00,1894.2,1898.26,1893.61,1895.12,212.08380354
2025-03-11 07:15:00,1894.86,1896.1,1891.79,1896.02,1064.99129702
2025-03-11 07:20:00,1896.26,1908.07,1896.26,1900.79,1168.79947965
2025-03-11 07:25:00,1900.41,1900.57,1895.22,1895.98,471.75628544
2025-03-11 07:30:00,1895.97,1896.1,1889.91,1894.55,383.21247155
2025-03-11 07:35:00,1894.51,1900.69,1891.25,1898.4,429.55359598
2025-03-11 07:40:00,1898.1,1899.14,1893.75,1897.98,405.11594579
2025-03-11 07:45:00,1897.97,1907.54,1896.75,1901.72,668.29045334
2025-03-11 07:50:00,1902.08,1906.79,1900.55,1906.22,410.52167314
2025-03-11 07:55:00,1906.11,1908.21,1902.66,1903.51,594.92734455
2025-03-11 08:00:00,1903.49,1907.12,1899.13,1906.23,1223.6232243
2025-03-11 08:05:00,1906.15,1916.55,1906.03,1908.27,943.7829094599999
2025-03-11 08:10:00,1908.13,1914.79,1906.09,1912.97,496.396226
2025-03-11 08:15:00,1912.99,1914.38,1908.13,1910.84,410.9061487
2025-03-11 08:20:00,1910.54,1915.53,1907.67,1909.96,343.18227332
2025-03-11 08:25:00,1910.13,1918.9,1909.06,1911.88,466.90010344
2025-03-11 08:30:00,1911.51,1912.71,1906.15,1909.3,672.54397826
2025-03-11 08:35:00,1909.34,1910.77,1901.98,1904.2,692.8020297099999
2025-03-11 08:40:00,1904.1,1906.65,1900.0,1906.3,257.50450526000003
2025-03-11 08:45:00,1906.39,1915.72,1906.39,1912.1,646.37384853
2025-03-11 08:50:00,1911.96,1919.6,1907.76,1907.81,862.31257271
2025-03-11 08:55:00,1907.8,1908.32,1903.91,1906.97,258.33618947
2025-03-11 09:00:00,1907.01,1915.7,1905.73,1915.26,518.96368593
2025-03-11 09:05:00,1915.35,1916.09,1906.7,1909.84,675.01182939
2025-03-11 09:10:00,1909.85,1924.18,1908.61,1912.49,1348.8179024400001
2025-03-11 09:15:00,1912.49,1919.41,1909.76,1912.15,492.77332213
2025-03-11 09:20:00,1912.26,1918.6,1912.19,1915.58,998.87558658
2025-03-11 09:25:00,1916.2,1926.84,1916.2,1926.25,977.22698747
2025-03-11 09:30:00,1926.06,1926.06,1920.14,1924.07,487.67825098000003
2025-03-11 09:35:00,1924.07,1929.37,1921.87,1925.2,1224.2512386
2025-03-11 09:40:00,1924.84,1925.65,1918.64,1919.49,723.11027979
2025-03-11 09:45:00,1919.58,1923.16,1916.53,1918.22,394.43538216
2025-03-11 09:50:00,1918.16,1919.91,1916.35,1919.67,285.36195012999997
2025-03-11 09:55:00,1919.43,1921.44,1916.07,1916.88,446.10736735
2025-03-11 10:00:00,1916.77,1917.31,1910.32,1912.85,590.12419783
2025-03-11 10:05:00,1912.71,1920.64,1912.15,1919.45,189.33581987
2025-03-11 10:10:00,1919.46,1922.66,1916.73,1917.81,474.87703295
2025-03-11 10:15:00,1917.6,1922.27,1915.98,1921.61,197.27891476000002
2025-03-11 10:20:00,1921.47,1923.99,1918.42,1920.48,286.930296
2025-03-11 10:25:00,1920.5,1925.46,1920.5,1922.69,284.54304381
2025-03-11 10:30:00,1922.63,1927.56,1921.82,1925.94,294.24561208
2025-03-11 10:35:00,1925.71,1926.13,1920.59,1923.07,677.89956118
2025-03-11 10:40:00,1922.99,1924.69,1921.39,1923.15,200.00562001
2025-03-11 10:45:00,1923.1,1928.24,1921.79,1923.16,218.27687362999998
2025-03-11 10:50:00,1923.1,1923.59,1917.24,1919.41,381.12408973
2025-03-11 10:55:00,1919.4,1922.29,1917.68,1921.18,171.0135428
2025-03-11 11:00:00,1921.33,1923.48,1915.94,1918.24,318.14110458
2025-03-11 11:05:00,1918.13,1918.18,1905.73,1906.97,483.70706084
2025-03-11 11:10:00,1907.18,1910.71,1906.72,1908.55,199.44938739
2025-03-11 11:15:00,1908.45,1913.71,1908.45,1911.63,292.76677839
2025-03-11 11:20:00,1912.01,1916.61,1911.25,1914.98,284.24585749
2025-03-11 11:25:00,1915.21,1915.54,1911.6,1914.13,247.89203195
2025-03-11 11:30:00,1914.08,1920.7,1913.37,1916.3,284.10284965
2025-03-11 11:35:00,1916.16,1918.15,1912.18,1913.42,382.55118174
2025-03-11 11:40:00,1913.38,1925.0,1913.14,1924.86,277.68369214
2025-03-11 11:45:00,1924.73,1925.82,1915.88,1916.37,304.21370458
2025-03-11 11:50:00,1916.13,1918.06,1913.56,1915.69,225.05055703
2025-03-11 11:55:00,1915.63,1915.65,1911.88,1913.83,354.92539166
2025-03-11 12:00:00,1913.71,1915.0,1904.02,1907.27,1760.68985836
2025-03-11 12:05:00,1907.27,1910.49,1901.78,1905.04,703.30845891
2025-03-11 12:10:00,1904.59,1905.74,1886.72,1891.94,1614.94914465
2025-03-11 12:15:00,1891.93,1900.41,1890.09,1897.3,558.76448372
2025-03-11 12:20:00,1897.3,1905.42,1897.2,1903.16,1515.2394387099998
2025-03-11 12:25:00,1903.08,1906.63,1900.62,1901.37,508.85099727
2025-03-11 12:30:00,1901.36,1904.53,1896.59,1898.07,365.40074957
2025-03-11 12:35:00,1898.25,1900.73,1896.1,1898.83,755.8280191
2025-03-11 12:40:00,1899.14,1904.79,1898.48,1904.0,937.38484243
2025-03-11 12:45:00,1903.56,1906.94,1893.22,1894.15,587.04511227
2025-03-11 12:50:00,1894.12,1900.27,1893.25,1893.25,476.34414157000003
2025-03-11 12:55:00,1893.15,1897.13,1891.16,1894.28,789.92105141
2025-03-11 13:00:00,1894.62,1898.92,1892.12,1898.16,647.89755014
2025-03-11 13:05:00,1898.13,1903.4,1867.0,1870.22,2364.46015029
2025-03-11 13:10:00,1870.89,1879.57,1870.64,1872.07,1219.4381364
2025-03-11 13:15:00,1872.1,1880.54,1871.65,1880.54,882.86249911
2025-03-11 13:20:00,1880.5,1884.18,1877.62,1881.67,1168.36403546
2025-03-11 13:25:00,1881.64,1960.78,1876.46,1919.91,16756.43561597
2025-03-11 13:30:00,1919.92,1936.85,1895.19,1900.94,9089.29547942
2025-03-11 13:35:00,1901.01,1923.93,1891.81,1912.56,4543.03669376
2025-03-11 13:40:00,1912.17,1917.13,1902.31,1911.2,3033.11553317
2025-03-11 13:45:00,1910.87,1921.72,1900.47,1919.19,2305.66445301
2025-03-11 13:50:00,1919.03,1921.95,1902.96,1903.93,2137.57467072
2025-03-11 13:55:00,1904.16,1908.76,1898.89,1902.99,841.77792434
2025-03-11 14:00:00,1902.98,1912.6,1868.93,1875.49,6900.74644491
2025-03-11 14:05:00,1874.46,1910.15,1872.39,1904.51,5399.64172829
2025-03-11 14:10:00,1904.51,1910.05,1889.31,1890.02,2991.0564704
2025-03-11 14:15:00,1889.87,1894.17,1878.71,1885.69,2161.51000121
2025-03-11 14:20:00,1885.61,1893.28,1876.12,1880.37,1601.13184713
2025-03-11 14:25:00,1880.38,1884.12,1868.54,1871.23,2083.08738884
2025-03-11 14:30:00,1871.27,1884.33,1869.15,1870.54,1720.14386934
2025-03-11 14:35:00,1870.71,1874.4,1848.77,1851.86,3127.31266406
2025-03-11 14:40:00,1851.72,1856.65,1840.0,1852.47,2040.9231869
2025-03-11 14:45:00,1852.4,1860.59,1842.34,1848.03,1766.07471835
2025-03-11 14:50:00,1847.97,1886.04,1847.0,1878.59,3443.33468476
2025-03-11 14:55:00,1877.96,1879.63,1864.97,1866.19,1460.68239838
2025-03-11 15:00:00,1866.05,1878.15,1862.84,1874.59,2195.26364799
2025-03-11 15:05:00,1874.34,1898.3,1873.71,1896.76,3554.00615425
2025-03-11 15:10:00,1896.75,1907.98,1890.02,1903.49,2858.31343436
2025-03-11 15:15:00,1903.46,1916.76,1900.62,1906.82,3494.0725414
2025-03-11 15:20:00,1906.85,1910.89,1895.19,1897.51,5778.95240192
2025-03-11 15:25:00,1897.31,1908.79,1895.87,1900.16,1260.43397268
2025-03-11 15:30:00,1899.96,1910.52,1897.64,1903.89,899.88632323
2025-03-11 15:35:00,1903.78,1910.57,1902.01,1908.31,1128.18688395
2025-03-11 15:40:00,1908.17,1916.43,1906.31,1909.58,1004.4166535300001
2025-03-11 15:45:00,1909.35,1916.15,1904.29,1915.75,1263.7853242
2025-03-11 15:50:00,1915.72,1922.23,1909.94,1918.17,1173.28416862
2025-03-11 15:55:00,1918.18,1925.26,1912.15,1913.56,1617.83927674
2025-03-11 16:00:00,1913.58,1918.68,1907.32,1914.07,1516.59989629
2025-03-11 16:05:00,1913.89,1914.25,1903.59,1907.03,1412.96229188
2025-03-11 16:10:00,1907.0,1907.75,1897.9,1899.77,689.64387277
2025-03-11 16:15:00,1899.67,1910.72,1898.23,1909.94,748.9852714900001
2025-03-11 16:20:00,1909.71,1920.82,1909.21,1918.9,841.7168502
2025-03-11 16:25:00,1918.91,1926.62,1918.61,1922.13,899.8934180699999
2025-03-11 16:30:00,1922.13,1932.61,1919.86,1928.94,1184.48019409
2025-03-11 16:35:00,1928.81,1934.48,1926.66,1929.35,2675.3481722799997
2025-03-11 16:40:00,1929.37,1936.17,1922.08,1930.7,1421.7987266300001
2025-03-11 16:45:00,1930.93,1933.86,1926.09,1929.49,650.6279113
2025-03-11 16:50:00,1929.46,1933.66,1920.53,1922.02,907.58826302
2025-03-11 16:55:00,1922.03,1926.41,1914.21,1917.79,1042.26197986
2025-03-11 17:00:00,1917.7,1917.94,1908.65,1912.04,1319.12830214
2025-03-11 17:05:00,1911.87,1914.51,1908.81,1911.23,604.07190999
2025-03-11 17:10:00,1910.98,1914.62,1908.56,1909.68,708.26313595
2025-03-11 17:15:00,1909.62,1915.18,1907.98,1912.74,1494.30397058
2025-03-11 17:20:00,1912.59,1912.92,1900.54,1905.9,996.78474004
2025-03-11 17:25:00,1905.88,1906.92,1888.22,1891.01,1238.21803777
2025-03-11 17:30:00,1891.07,1898.7,1889.78,1890.94,1852.7814227
2025-03-11 17:35:00,1890.86,1895.72,1885.89,1894.49,980.83910861
2025-03-11 17:40:00,1894.7,1902.89,1892.75,1901.83,1342.87587045
2025-03-11 17:45:00,1901.77,1911.79,1899.56,1906.86,1516.67609916
2025-03-11 17:50:00,1906.7,1910.21,1903.19,1904.92,573.69901466
2025-03-11 17:55:00,1904.86,1905.67,1897.56,1904.48,1295.36022168
2025-03-11 18:00:00,1904.09,1925.0,1903.72,1921.71,1551.73619779
2025-03-11 18:05:00,1921.52,1929.09,1917.45,1928.18,1340.89397934
2025-03-11 18:10:00,1928.24,1944.86,1927.62,1944.18,1761.94605945
2025-03-11 18:15:00,1944.04,1944.23,1933.01,1937.5,1972.95930586
2025-03-11 18:20:00,1937.51,1958.13,1935.21,1946.55,3335.54946592
2025-03-11 18:25:00,1946.33,1950.23,1941.16,1942.69,1178.15352816
2025-03-11 18:30:00,1942.24,1943.74,1934.27,1934.96,1920.6834887599998
2025-03-11 18:35:00,1934.97,1940.36,1932.7,1940.23,1298.54848842
2025-03-11 18:40:00,1940.27,1948.09,1939.1,1945.99,1746.65821357
2025-03-11 18:45:00,1946.25,1951.89,1943.88,1947.2,2267.79318479
2025-03-11 18:50:00,1947.42,1962.83,1943.65,1960.1,1914.5796338300001
2025-03-11 18:55:00,1960.14,1961.01,1950.29,1952.95,1643.15803211
2025-03-11 19:00:00,1952.79,1954.33,1944.22,1949.18,1516.7964878
2025-03-11 19:05:00,1949.17,1962.78,1948.49,1951.1,1846.62940648
2025-03-11 19:10:00,1950.77,1953.12,1947.56,1952.02,1112.98907693
2025-03-11 19:15:00,1951.49,1951.81,1942.53,1949.16,1362.68811118
2025-03-11 19:20:00,1948.97,1956.0,1947.16,1947.71,1196.18604061
2025-03-11 19:25:00,1947.38,1955.26,1946.49,1951.69,911.59368655
2025-03-11 19:30:00,1951.77,1957.26,1949.95,1951.51,1067.43405166
2025-03-11 19:35:00,1951.65,1953.51,1947.81,1952.69,1184.6541063500001
2025-03-11 19:40:00,1952.69,1955.04,1948.79,1954.59,673.20880498
2025-03-11 19:45:00,1954.46,1959.33,1949.01,1958.12,857.006113
2025-03-11 19:50:00,1957.81,1958.92,1949.98,1953.88,858.61115737
2025-03-11 19:55:00,1953.7,1955.03,1948.6,1950.82,900.74870058
2025-03-11 20:00:00,1950.89,1953.01,1944.3,1948.91,583.96387525
2025-03-11 20:05:00,1949.5,1954.92,1947.43,1947.98,585.17278227
2025-03-11 20:10:00,1948.07,1952.76,1946.4,1946.69,420.8790997
2025-03-11 20:15:00,1946.92,1948.63,1944.83,1946.37,200.67774474
2025-03-11 20:20:00,1946.47,1947.37,1938.62,1941.37,543.73475671
2025-03-11 20:25:00,1941.36,1942.66,1937.31,1938.75,542.3288258
2025-03-11 20:30:00,1939.02,1941.53,1936.86,1939.2,566.91228476
2025-03-11 20:35:00,1939.51,1943.5,1936.77,1936.92,513.94815806
2025-03-11 20:40:00,1936.91,1941.9,1935.27,1941.4,421.76286030999995
2025-03-11 20:45:00,1941.47,1943.35,1940.07,1941.88,340.43427799
2025-03-11 20:50:00,1941.79,1944.25,1937.07,1937.65,646.28819933
2025-03-11 20:55:00,1937.59,1939.31,1936.0,1936.43,460.36466118
2025-03-11 21:00:00,1936.18,1943.74,1936.08,1943.08,250.02043545
2025-03-11 21:05:00,1943.07,1946.6,1941.11,1942.08,442.40359306
2025-03-11 21:10:00,1942.05,1946.83,1941.45,1945.5,365.34839753
2025-03-11 21:15:00,1945.5,1946.11,1942.43,1945.63,172.42346545
2025-03-11 21:20:00,1945.63,1950.27,1945.32,1948.45,172.13853685
2025-03-11 21:25:00,1948.45,1949.19,1945.33,1948.01,218.65887502
2025-03-11 21:30:00,1948.02,1949.19,1944.9,1946.38,577.79433945
2025-03-11 21:35:00,1946.38,1946.75,1938.77,1939.11,416.55931543
2025-03-11 21:40:00,1938.78,1942.03,1936.03,1938.61,284.49004554
2025-03-11 21:45:00,1938.98,1941.6,1938.14,1940.61,176.55699844
2025-03-11 21:50:00,1940.66,1944.93,1940.59,1942.8,147.43798395
2025-03-11 21:55:00,1942.86,1945.22,1936.76,1939.91,441.35054619000005
2025-03-11 22:00:00,1939.81,1946.61,1938.86,1941.76,393.09745325
2025-03-11 22:05:00,1942.09,1945.98,1940.75,1944.37,156.47254769
2025-03-11 22:10:00,1944.16,1951.1,1943.91,1948.05,562.24339514
2025-03-11 22:15:00,1947.83,1952.13,1945.57,1946.94,362.19087688999997
2025-03-11 22:20:00,1946.66,1947.28,1944.7,1945.06,190.18671202000002
2025-03-11 22:25:00,1945.17,1945.66,1939.9,1944.14,649.1376135200001
2025-03-11 22:30:00,1944.28,1944.83,1940.97,1941.69,244.39410895
2025-03-11 22:35:00,1941.57,1942.01,1936.55,1938.43,237.49641289
2025-03-11 22:40:00,1938.44,1943.41,1938.19,1941.24,225.50185986
2025-03-11 22:45:00,1941.19,1943.9,1938.43,1941.77,143.91023540999998
2025-03-11 22:50:00,1941.62,1947.04,1941.62,1946.47,222.99189912
2025-03-11 22:55:00,1946.46,1947.28,1942.63,1943.12,259.59314529
2025-03-11 23:00:00,1943.13,1944.2,1925.95,1930.53,751.2923875500001
2025-03-11 23:05:00,1930.41,1934.71,1929.22,1934.02,571.51616452
2025-03-11 23:10:00,1934.31,1935.0,1930.06,1932.78,233.53522875
2025-03-11 23:15:00,1932.56,1932.77,1923.06,1926.22,359.9284063
2025-03-11 23:20:00,1926.19,1929.46,1922.57,1925.61,366.27767976
2025-03-11 23:25:00,1925.6,1927.15,1922.0,1925.56,495.77197231
2025-03-11 23:30:00,1925.47,1926.67,1921.48,1924.4,323.73262902
2025-03-11 23:35:00,1924.24,1927.74,1920.85,1927.18,321.81903958
2025-03-11 23:40:00,1927.29,1927.59,1920.92,1922.38,431.01384419
2025-03-11 23:45:00,1922.25,1922.61,1916.67,1917.4,672.9357918999999
2025-03-11 23:50:00,1917.22,1921.62,1917.22,1920.61,286.04736760000003
2025-03-11 23:55:00,1920.5,1923.32,1917.83,1923.08,472.64869684
2025-03-12 00:00:00,1923.02,1924.95,1913.24,1916.83,633.32019586
2025-03-12 00:05:00,1916.84,1921.84,1913.11,1914.27,797.9278560600001
2025-03-12 00:10:00,1914.46,1919.02,1914.11,1917.17,245.92311700999997
2025-03-12 00:15:00,1917.15,1920.88,1914.27,1916.43,407.81919287
2025-03-12 00:20:00,1916.48,1916.9,1910.13,1916.77,397.19258852
2025-03-12 00:25:00,1917.21,1922.07,1914.97,1916.04,314.39071371
2025-03-12 00:30:00,1916.04,1922.52,1913.66,1920.52,298.67215482999995
2025-03-12 00:35:00,1920.53,1921.48,1914.81,1916.19,271.15949945
2025-03-12 00:40:00,1916.16,1916.16,1907.43,1909.71,391.87861799999996
2025-03-12 00:45:00,1909.53,1912.01,1905.1,1908.41,200.96239148
2025-03-12 00:50:00,1908.84,1913.97,1906.3,1912.64,284.14058343
2025-03-12 00:55:00,1912.64,1912.99,1906.58,1911.37,218.36138685999998
2025-03-12 01:00:00,1911.37,1916.57,1909.37,1915.22,222.28095935
2025-03-12 01:05:00,1915.22,1915.97,1912.56,1914.54,384.24983779
2025-03-12 01:10:00,1914.69,1919.88,1914.28,1915.14,489.67488769
2025-03-12 01:15:00,1914.89,1920.24,1913.81,1915.83,442.9549956
2025-03-12 01:20:00,1915.6,1922.82,1915.44,1921.79,395.34940965
2025-03-12 01:25:00,1921.83,1922.4,1917.17,1918.59,344.51841329
2025-03-12 01:30:00,1918.44,1923.01,1915.78,1917.06,333.06636869
2025-03-12 01:35:00,1917.0,1921.44,1914.12,1918.94,348.19396573999995
2025-03-12 01:40:00,1918.76,1926.41,1918.1,1918.26,1413.108718
2025-03-12 01:45:00,1918.12,1925.53,1917.63,1922.6,404.12034524
2025-03-12 01:50:00,1922.58,1932.18,1921.79,1931.21,805.43250547
2025-03-12 01:55:00,1931.2,1931.2,1919.2,1919.78,903.5608541
2025-03-12 02:00:00,1919.86,1920.98,1912.37,1913.26,675.30290695
2025-03-12 02:05:00,1913.22,1913.66,1902.0,1909.54,1117.75857543
2025-03-12 02:10:00,1909.62,1917.72,1909.19,1915.74,343.76779081999996
2025-03-12 02:15:00,1915.61,1917.53,1907.08,1909.34,541.90634261
2025-03-12 02:20:00,1909.12,1909.16,1903.27,1906.8,505.8007718
2025-03-12 02:25:00,1906.8,1908.55,1904.0,1904.85,500.0481373
2025-03-12 02:30:00,1904.9,1907.8,1901.84,1903.79,795.02189636
2025-03-12 02:35:00,1903.62,1903.72,1892.74,1896.0,1032.7434703
2025-03-12 02:40:00,1895.84,1895.84,1887.3,1895.72,798.21434544
2025-03-12 02:45:00,1895.71,1896.41,1889.61,1895.06,443.36506715
2025-03-12 02:50:00,1895.05,1897.28,1891.97,1893.61,613.07457101
2025-03-12 02:55:00,1893.65,1895.82,1890.62,1895.49,464.73150423000004
2025-03-12 03:00:00,1895.5,1897.04,1890.77,1893.84,487.70651952000003
2025-03-12 03:05:00,1893.82,1898.1,1893.13,1895.05,226.48749119000001
2025-03-12 03:10:00,1895.04,1895.04,1889.73,1890.69,764.74968765
2025-03-12 03:15:00,1890.62,1891.47,1883.79,1888.06,597.75698665
2025-03-12 03:20:00,1887.73,1889.13,1882.42,1883.34,370.07123814
2025-03-12 03:25:00,1883.32,1885.9,1880.8,1884.8,460.85658604
2025-03-12 03:30:00,1884.81,1885.21,1878.12,1880.35,686.92373331
2025-03-12 03:35:00,1880.18,1882.36,1875.12,1878.0,647.4634703199999
2025-03-12 03:40:00,1877.77,1882.5,1876.85,1878.77,309.68697554
2025-03-12 03:45:00,1878.76,1879.56,1870.34,1874.78,537.27074138
2025-03-12 03:50:00,1874.78,1876.0,1870.81,1871.52,385.02483731999996
2025-03-12 03:55:00,1871.41,1874.73,1866.67,1868.12,922.8729375300001
2025-03-12 04:00:00,1868.31,1868.31,1859.33,1859.71,946.88208628
2025-03-12 04:05:00,1859.9,1863.92,1854.83,1860.92,680.40868184
2025-03-12 04:10:00,1860.91,1866.85,1860.43,1862.82,334.94951851
2025-03-12 04:15:00,1862.76,1863.48,1857.12,1860.6,479.74711656
2025-03-12 04:20:00,1860.59,1862.39,1855.94,1856.37,441.79350904
2025-03-12 04:25:00,1856.32,1858.85,1853.86,1855.62,364.20997958
2025-03-12 04:30:00,1855.68,1859.35,1853.07,1858.12,377.36348832
2025-03-12 04:35:00,1858.18,1858.21,1851.91,1854.72,424.97858241
2025-03-12 04:40:00,1854.87,1858.28,1853.89,1857.31,226.55818741
2025-03-12 04:45:00,1857.37,1866.24,1857.37,1860.72,940.52708352
2025-03-12 04:50:00,1860.6,1865.58,1859.1,1864.34,284.14317083000003
2025-03-12 04:55:00,1864.34,1867.55,1864.34,1866.16,367.27555317
2025-03-12 05:00:00,1866.1,1869.77,1865.49,1867.92,244.40828126
2025-03-12 05:05:00,1867.91,1868.07,1861.19,1865.03,286.85310447
2025-03-12 05:10:00,1864.87,1871.57,1863.86,1871.57,223.91514309000002
2025-03-12 05:15:00,1871.68,1874.18,1868.12,1873.07,358.96182484999997
